broker_company,broker_name,broker_phone_number,broker_photo_url,business_location,description,header,image_url,price
,,,,"Camarillo, CA","Great location in a very busy plaza, a unique opportunity to have a restaurant in Camarillo Plaza. It’s good for Boba, sushi, Hawaiian Poke, or other types of restaurants. The monthly rent is $3350,00...",Great Location Restaurant Opportunity in Camarillo,https://images.bizbuysell.com/shared/listings/219/2196838/a97f97e2-0060-40ee-8710-79ef7b16fa2f-W336.jpg,49000.0
,,,,"Sunnyvale, CA","The restaurant is in High-traffic plaza. Near big companies such as Google, Link In, Clover, Facebook..ect. The sales are very stable for the last 8 years. It can convert to other business concepts....",Turn Key Vietnamese Restaurant for Sale,https://images.bizbuysell.com/shared/listings/219/2196834/114556a2-4a8f-460f-8c22-f539c5b535bb-W336.jpg,315000.0
,,,,"Somis, CA","Paradise Now Ponds was established 24 years ago. I build, maintain and repair fish (koi)ponds and water features. I have by weekly, monthly and annual maintenance accounts. My work is extremely...",Pond construction and maintenance,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/servicelandscaping.jpg,275000.0
,,,,"Los Angeles County, CA","Best Thai Restaurant Located in Coastal Los Angeles - $1.4 Million Annual Gross – 2500 Sq Ft RRC# 4675 Location: Coastal Southern California Description: Established 25 years ago, this 2500 sq ft...",Best Thai Restaurant Located in Coastal Los Angeles,https://images.bizbuysell.com/shared/listings/219/2195877/086142b5-98b4-402f-b866-9086d60b8244-W336.jpg,450000.0
,,,,"Trinity County, CA","Turn-key Subway Franchise with Absentee Owner RRC# 4673 Location: Trinity County Description: Absentee owner is now selling a turn-key Subway Franchise available restaurant for sale, boasting an...",Turn-key Subway Franchise with Absentee Owner,https://images.bizbuysell.com/shared/listings/219/2195872/482a903f-65f9-4845-8a4e-7a8557d83bf0-W336.jpg,75000.0
,,,,,,,,
,,,,"Chico, CA","Coast Board Shop is an established local business in the Chico Market Place. We are a leading retailer in the Skateboard industry. Carry all the top brands like Van's, Spitfire, Santa Cruz,...",Established Skateboard Shop Chico Mall,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/retailother.jpg,299000.0
,,,,"Alameda County, CA",This business has consistently had revenues over 900K and SDE over 420k. Established Property Management business has been operating successfully in the Bay Area for over 30 years. Specializing in the...,Property Management Comp - Hybrid work model,https://images.bizbuysell.com/shared/listings/219/2195843/4ae19ed3-90e5-4a2e-a5a7-571c371fb98a-W336.png,
,,,,"Riverside County, CA","Since 2017, this Highly Established Mail & Postal Center in the Heart of Temecula offers 1100 sq ft, USPS, Fed Ex, UPS Services, ATM Machine, Money Gram, Copy & Fax Services, Shredding, Check Free...",Quick Sale! Established Full-Service Mail & Parcel Center in Temecula,https://images.bizbuysell.com/shared/listings/219/2195785/13b6cd20-2eb4-41c1-984d-56eff8afb404-W336.jpg,69900.0
,,,,"Riverside, CA","Available On Site only $ 70K Only This nice Dry Cleaner no Landry Mat 1). Monthly gross is $ 11,000 per month 2). Monthly rents $ 3,539 3).1 year + NEW LEASE AVAILABLE. 4). size is approx.1,400 SF....",Good for Starting Dry Cleaners On site Price down Only $ 70K,https://images.bizbuysell.com/shared/listings/219/2195772/653f3dec-4821-46ab-808f-9a31e9a6304d-W336.jpg,70000.0
,,,,"Monterey Park, CA","Seize this remarkable chance to own a thriving business in a bustling location on Atlantic Blvd, an area renowned for its vibrant mix of tenants and heavy foot traffic. This premium spot is nestled...",Exceptional Rice Noodle Business for Sale- Monterey Park,https://images.bizbuysell.com/shared/listings/219/2195747/6e8afad8-a970-4325-8bb1-46d801156f53-W336.png,160000.0
,,,,"Ventura, CA","The perfect upscale woman’s clothing and accessories boutique . gifts , books , candles , jewelry , shoes and more !!! in the best location. A nice Beach town with lots of restaurants around and...",Amazing Beach Retail location !!!,https://images.bizbuysell.com/shared/listings/210/2107500/1d40e2da-e5a4-469f-b47c-d68ef84552d4-W336.jpg,350000.0
,,,,"Los Angeles, CA",This mail box store is an absentee owner and this private mail box store has a great deal of potential to increase revenue tremendously in many ways and this one stop shop is located at a very busy...,Mail Box Rental and Shipping in Hollywood,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/serviceother.jpg,415000.0
,,,,,,,,
,,,,"Forestville, CA",Incredible opportunity to purchase a restaurant located at the crossroads of several beloved Sonoma County wine appellations in the center of a bustling local food movement. Amenities include a...,"New, Beautiful Restaurant in Downtown Forestville",https://images.bizbuysell.com/shared/listings/219/2193635/afab0955-5f50-4aeb-9fa8-bc04cef77e90-W336.jpg,95000.0
,,,,"Arleta, CA",A rare find. Newer energy efficient equipment with many machines still under warranty. Plenty of parking and visibility. Long term lease with stated options and first two years fixed. Total turn key...,Prime Arleta location with great demographics,https://images.bizbuysell.com/shared/listings/219/2193583/baae67a5-7c98-464c-8a04-5d46a45dd54f-W336.jpg,888000.0
,,,,"San Diego County, CA","Profitable office equipment sales and maintenance company. In business since 2002, this company has an excellent reputation for customer service and community involvement. It’s one of the largest...",Office Equipment Sales & Maintenance Business For Sale,https://images.bizbuysell.com/shared/listings/219/2193539/3d3ba282-6aec-4361-ace2-b108b10f9f93-W336.jpg,6300000.0
,,,,"Coachella, CA","The sale includes all furniture, furnishings, equipment, and inventory. This is in turnkey condition less signage over entrance and pylon sign. (Examples are security system, guard rail at front...",Smoke Shop For Sale in Coachella.  Turnkey!  New price!,https://images.bizbuysell.com/shared/listings/219/2193537/cdedb727-9c60-4aba-8cd8-901f9b9486fc-W336.jpg,100000.0
,,,,"Los Angeles, CA","Produce$40k,meat$80k,beer+liquor$80k,groceries$90k,ice cream$10k,lotto commission$4k, ATM machine$700,Water$4500 Payroll$25k-27k for 4 full time + 2 part time employees Utilities $4500 8:00AM—10:00PM...","Super mkt with liquor license, $300k/mo,rent $11,700 (all) 13 yr lease",https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/retailgrocery.jpg,1500000.0
,,,,"Fresno County, CA","The experienced team targets pain specialists, orthopedic surgeons, spine surgeons, large conglomerates of multispecialty medical clinics, and military/VA physicians. Astutely, management focuses on...",SBA Pre-Qualified 23 Year Physical Therapy Clinic – Central California,https://images.bizbuysell.com/shared/listings/219/2193515/d80cc50b-164b-46e0-b894-eb0baa3151e9-W336.png,1150000.0
,,,,"Anaheim, CA","This specialty after-market automobile accessory business has been around for over 20 years in Orange County. Their main source of business is with the many new car dealerships in Southern California,...",After Market Auto Upholstery Business,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/autorepair.jpg,495000.0
,,,,"Orange, CA","The Store Just added in Ice Cream that is bring more customers in summer time. Store very close to College 1). Monthly gross is $ 16,000 - $17,000 per month 2). Monthly rents $ 5,680 including NNN...",Good Donut Shop $109 K in Orange,https://images.bizbuysell.com/shared/listings/219/2194909/aeff828b-968e-4516-9d94-d79b2dc2433c-W336.jpg,109000.0
,,,,"Oakland, CA","This is a large coin laundry in Oakland near Lake Merritt. It's a Full attendant.!! 7 Days Open from 7am to 9pm. Rent at 6,750/m for 3,300 sf. It's available for parking spaces in rear. Annual...",Fully Attendant Coin Laundry as Absentee Owner's Run in Oakland,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/servicelaundry.jpg,499000.0
,,,,"El Sobrante, CA","A bar and grill restaurant with an ABC 47 license in El Sobrante, East Bay, CA. The business is running itself with an absentee owner. The annual estimated gross is $157,990 in 2023 and the annual...",Fully Equipped Grill Restaurant & Bar,https://images.bizbuysell.com/shared/listings/defaultphotos/standard/thumbnails/foodbars.jpg,175000.0
,,,,"San Diego County, CA","Amazing opportunity. Owner invested $120k improving the deli a year ago. Hood, Grease trap, 2 deli cases, new walk-in cooler beautiful deli. Great location in only plaza in the area, surrounded by...",Beautiful Deli Great Location Priced to Sell,https://images.bizbuysell.com/shared/listings/219/2194854/82243747-c0e3-4b05-90cd-440f5a98b1b3-W336.jpg,85000.0
,,,,"Vallejo, CA","Profitable Mexican Street Tacos Concept in Vallejo’s Downtown Heritage District RRC# 4671 Location: 400 George Street, Vallejo Description: Mexican street food haven located in the heart of the...",Profitable Mexican Street Tacos Concept in Downtown Vallejo,https://images.bizbuysell.com/shared/listings/219/2194852/9656627c-446b-4757-95be-64fcea44d061-W336.jpg,69000.0
,,,,"Los Angeles, CA","Very busy shopping center with good tenant synergy. Perfect location with a lot of car and foot traffic. Many popular dessert shop and restaurants in the mall. Size: apprx 3,000 SF Rent: apprx $12,000...",Koreatown Restaurant in a busy shopping center,https://images.bizbuysell.com/shared/listings/219/2194851/69519781-7822-443c-a999-537865266ccd-W336.jpg,299000.0
,,,,"Santa Clara County, CA","Description: C4312 The Greater San Francisco Bay area has a shortage of qualified, experienced CPA’s. Quality customers and high net worth individuals, as well as small business owners are willing to...",Respected CPA Practice South San Francisco Bay area,https://images.bizbuysell.com/shared/listings/219/2194849/909a7379-2ce5-4ab7-9acb-20d719e66e5a-W336.jpg,595000.0
,,,,"San Francisco, CA",Fast-Casual Restaurant Available in San Francisco's SOMA-Design District RRC# 4668 Location: San Francisco Description: Indulge in the vibrant culinary scene of San Francisco with this fast-casual gem...,Fast-Casual Restaurant Available in San Francisco's SOMA,https://images.bizbuysell.com/shared/listings/219/2194842/a9428c4d-f531-4f2a-8afe-21000b3a67f1-W336.jpg,149000.0
,jed Marc,9495294130,,"Garden Grove, CA","Welcome to our family-owned boba shop located in the heart of Garden Grove, California! As a local business, we take pride in serving our community with the best boba, açaí, coffee, teriyaki, and...","FOR SALE: Non-franchise Profitable Boba, dessert, and coffee","https://images.bizbuysell.com/shared/listings/209/2096598/3d0af4aa-8ac8-4b1c-b231-b971bfe2bd64-W336.jpg,https://images.bizbuysell.com/shared/listings/209/2096598/893436bf-abc9-491c-ba6b-9b6cecf986e6-W336.jpg,https://images.bizbuysell.com/shared/listings/209/2096598/cfb1cccb-a95d-4152-92d4-4771d76b0233-W336.jpg,https://images.bizbuysell.com/shared/listings/209/2096598/92a80577-0fb3-49b8-b9b5-96f11531f389-W336.jpg,https://images.bizbuysell.com/shared/listings/209/2096598/cdbbfc29-f874-4b2f-b8c5-a9fa3638bc1f-W336.jpg,https://images.bizbuysell.com/shared/listings/209/2096598/c9ac0da4-9447-4195-b45d-eef19dbf397f-W336.jpg",260000.0
,,,,"Napa County, CA",NDA for Offering Memorandum / Marketing Package and Seller Disclosure Documents: https://tinyurl.com/yo2btxey - ?Business and Real Estate included in Purchase Price Turnkey Assisted Living Facility /...,RCFE | 12-Bed Lic. (Prev. 15-Bed) | RE & Biz,https://images.bizbuysell.com/shared/listings/219/2195763/b1adf7fe-89cd-4956-940f-6b768e9d0dff-W336.jpg,3750000.0
,,,,"San Diego County, CA",*****PRICE REDUCED FOR A QUICK SALES DUE TO HEALTH ISSUES!!*** Well-established fully equipped Greek Café/Restaurant with 30 years of history. Very low rent with long term lease + beer and wine...,Well-established fully equipped Greek Café/Restaurant,https://images.bizbuysell.com/shared/listings/217/2170923/9718ec1a-b9cd-4f25-a33f-c6d82852f36a-W336.jpg,68000.0
,,,,"Sacramento County, CA","This is a well known Cajun & Creole franchise restaurant situated in Sacramento. Known for its authentic Cajun flavor, the restaurant emphasizes fresh ingredients and homemade dishes. With a...",Profitable Cajun Seafood Restaurant in Sacramento County,https://images.bizbuysell.com/shared/listings/216/2165031/1efb868b-7afd-4f44-85cf-0f1d456f41ed-W336.jpg,250000.0
,,,,"Los Angeles County, CA",Business Summary: Semi-Absentee Operated -- This successful Southern California based company has maintained consistent annual profitability serving a loyal and consistent customer base of...,Mature & Profitable Powder & Liquid Coating and Sandblasting Company,https://images.bizbuysell.com/shared/listings/208/2082589/f9391cc7-94c0-4388-95a0-890bcb97cb0c-W336.jpg,1425297.0
